economy,period,lsci_value,iso2,iso3,region,year,quarter,lsci_growth_pct
Cuba,2023Q03,26.93044,CU,CUB,North America,2023,03,0.0
Cuba,2023Q04,25.05748,CU,CUB,North America,2023,04,-6.95
Cuba,2024Q01,25.11056,CU,CUB,North America,2024,01,0.21
Cuba,2024Q02,25.12197,CU,CUB,North America,2024,02,0.05
Cuba,2024Q03,25.1251,CU,CUB,North America,2024,03,0.01
Cuba,2024Q04,25.32101,CU,CUB,North America,2024,04,0.78
Curacao,2006Q01,,,,,2006,01,
Curacao,2006Q02,,,,,2006,02,
Curacao,2006Q03,,,,,2006,03,
Curacao,2006Q04,,,,,2006,04,
Curacao,2007Q01,,,,,2007,01,
Curacao,2007Q02,,,,,2007,02,
Curacao,2007Q03,,,,,2007,03,
Curacao,2007Q04,,,,,2007,04,
Curacao,2008Q01,,,,,2008,01,
Curacao,2008Q02,,,,,2008,02,
Curacao,2008Q03,,,,,2008,03,
Curacao,2008Q04,,,,,2008,04,
Curacao,2009Q01,,,,,2009,01,
Curacao,2009Q02,,,,,2009,02,
Curacao,2009Q03,,,,,2009,03,
Curacao,2009Q04,,,,,2009,04,
Curacao,2010Q01,,,,,2010,01,
Curacao,2010Q02,,,,,2010,02,
Curacao,2010Q03,,,,,2010,03,
Curacao,2010Q04,,,,,2010,04,
Curacao,2011Q01,31.49841,,,,2011,01,
Curacao,2011Q02,30.76884,,,,2011,02,-2.32
Curacao,2011Q03,30.77587,,,,2011,03,0.02
Curacao,2011Q04,36.31551,,,,2011,04,18.0
Curacao,2012Q01,34.97053,,,,2012,01,-3.7
Curacao,2012Q02,35.34776,,,,2012,02,1.08
Curacao,2012Q03,36.47883,,,,2012,03,3.2
Curacao,2012Q04,37.63999,,,,2012,04,3.18
Curacao,2013Q01,36.4898,,,,2013,01,-3.06
Curacao,2013Q02,35.43833,,,,2013,02,-2.88
Curacao,2013Q03,35.42351,,,,2013,03,-0.04
Curacao,2013Q04,35.43723,,,,2013,04,0.04
Curacao,2014Q01,33.17479,,,,2014,01,-6.38
Curacao,2014Q02,31.06616,,,,2014,02,-6.36
Curacao,2014Q03,35.07976,,,,2014,03,12.92
Curacao,2014Q04,36.16417,,,,2014,04,3.09
Curacao,2015Q01,35.48672,,,,2015,01,-1.87
Curacao,2015Q02,35.51608,,,,2015,02,0.08
Curacao,2015Q03,36.58437,,,,2015,03,3.01
Curacao,2015Q04,38.78536,,,,2015,04,6.02
Curacao,2016Q01,38.81662,,,,2016,01,0.08
Curacao,2016Q02,38.03451,,,,2016,02,-2.01
Curacao,2016Q03,36.13114,,,,2016,03,-5.0
Curacao,2016Q04,32.6889,,,,2016,04,-9.53
Curacao,2017Q01,23.63009,,,,2017,01,-27.71
Curacao,2017Q02,23.63009,,,,2017,02,0.0
Curacao,2017Q03,24.30753,,,,2017,03,2.87
Curacao,2017Q04,30.64955,,,,2017,04,26.09
Curacao,2018Q01,30.65755,,,,2018,01,0.03
Curacao,2018Q02,32.54931,,,,2018,02,6.17
Curacao,2018Q03,32.48603,,,,2018,03,-0.19
Curacao,2018Q04,31.81046,,,,2018,04,-2.08
Curacao,2019Q01,32.10921,,,,2019,01,0.94
Curacao,2019Q02,34.93297,,,,2019,02,8.79
Curacao,2019Q03,35.19085,,,,2019,03,0.74
Curacao,2019Q04,26.09741,,,,2019,04,-25.84
Curacao,2020Q01,28.97657,,,,2020,01,11.03
Curacao,2020Q02,28.96679,,,,2020,02,-0.03
Curacao,2020Q03,28.83509,,,,2020,03,-0.45
Curacao,2020Q04,31.50062,,,,2020,04,9.24
Curacao,2021Q01,31.499670000000002,,,,2021,01,-0.0
Curacao,2021Q02,31.10931,,,,2021,02,-1.24
Curacao,2021Q03,26.54406,,,,2021,03,-14.67
Curacao,2021Q04,22.40756,,,,2021,04,-15.58
Curacao,2022Q01,29.38732,,,,2022,01,31.15
Curacao,2022Q02,29.38732,,,,2022,02,0.0
Curacao,2022Q03,29.04626,,,,2022,03,-1.16
Curacao,2022Q04,27.0967,,,,2022,04,-6.71
Curacao,2023Q01,26.39319,,,,2023,01,-2.6
Curacao,2023Q02,26.39319,,,,2023,02,0.0
Curacao,2023Q03,25.22082,,,,2023,03,-4.44
Curacao,2023Q04,26.79719,,,,2023,04,6.25
Curacao,2024Q01,24.03077,,,,2024,01,-10.32
Curacao,2024Q02,29.79588,,,,2024,02,23.99
Curacao,2024Q03,28.97866,,,,2024,03,-2.74
Curacao,2024Q04,28.9863,,,,2024,04,0.03
Cyprus,2006Q01,57.53445,CY,CYP,Asia,2006,01,
Cyprus,2006Q02,56.05383,CY,CYP,Asia,2006,02,-2.57
Cyprus,2006Q03,58.07351,CY,CYP,Asia,2006,03,3.6
Cyprus,2006Q04,58.64982,CY,CYP,Asia,2006,04,0.99
Cyprus,2007Q01,60.93737,CY,CYP,Asia,2007,01,3.9
Cyprus,2007Q02,58.42786,CY,CYP,Asia,2007,02,-4.12
Cyprus,2007Q03,57.74814,CY,CYP,Asia,2007,03,-1.16
Cyprus,2007Q04,67.18926,CY,CYP,Asia,2007,04,16.35
Cyprus,2008Q01,67.06729,CY,CYP,Asia,2008,01,-0.18
Cyprus,2008Q02,62.82851,CY,CYP,Asia,2008,02,-6.32
Cyprus,2008Q03,57.88654,CY,CYP,Asia,2008,03,-7.87
Cyprus,2008Q04,54.73822,CY,CYP,Asia,2008,04,-5.44
Cyprus,2009Q01,58.80446,CY,CYP,Asia,2009,01,7.43
Cyprus,2009Q02,57.79542,CY,CYP,Asia,2009,02,-1.72
Cyprus,2009Q03,66.15734,CY,CYP,Asia,2009,03,14.47
Cyprus,2009Q04,64.9742,CY,CYP,Asia,2009,04,-1.79
Cyprus,2010Q01,61.79966,CY,CYP,Asia,2010,01,-4.89
Cyprus,2010Q02,64.43971,CY,CYP,Asia,2010,02,4.27
Cyprus,2010Q03,66.16603,CY,CYP,Asia,2010,03,2.68
Cyprus,2010Q04,67.50171,CY,CYP,Asia,2010,04,2.02
Cyprus,2011Q01,64.42802,CY,CYP,Asia,2011,01,-4.55
Cyprus,2011Q02,64.31529,CY,CYP,Asia,2011,02,-0.17
Cyprus,2011Q03,61.69935,CY,CYP,Asia,2011,03,-4.07
Cyprus,2011Q04,57.34501,CY,CYP,Asia,2011,04,-7.06
Cyprus,2012Q01,63.57477,CY,CYP,Asia,2012,01,10.86
Cyprus,2012Q02,68.43123,CY,CYP,Asia,2012,02,7.64
Cyprus,2012Q03,66.33979,CY,CYP,Asia,2012,03,-3.06
Cyprus,2012Q04,64.89452,CY,CYP,Asia,2012,04,-2.18
Cyprus,2013Q01,60.65341,CY,CYP,Asia,2013,01,-6.54
Cyprus,2013Q02,61.00373,CY,CYP,Asia,2013,02,0.58
Cyprus,2013Q03,58.47969,CY,CYP,Asia,2013,03,-4.14
Cyprus,2013Q04,53.32303,CY,CYP,Asia,2013,04,-8.82
Cyprus,2014Q01,50.94642,CY,CYP,Asia,2014,01,-4.46
Cyprus,2014Q02,47.88885,CY,CYP,Asia,2014,02,-6.0
Cyprus,2014Q03,49.75127,CY,CYP,Asia,2014,03,3.89
Cyprus,2014Q04,49.28808,CY,CYP,Asia,2014,04,-0.93
Cyprus,2015Q01,49.56353,CY,CYP,Asia,2015,01,0.56
Cyprus,2015Q02,48.53171,CY,CYP,Asia,2015,02,-2.08
Cyprus,2015Q03,48.03736,CY,CYP,Asia,2015,03,-1.02
Cyprus,2015Q04,48.96636,CY,CYP,Asia,2015,04,1.93
Cyprus,2016Q01,57.04888,CY,CYP,Asia,2016,01,16.51
Cyprus,2016Q02,55.60523,CY,CYP,Asia,2016,02,-2.53
Cyprus,2016Q03,52.57627,CY,CYP,Asia,2016,03,-5.45
Cyprus,2016Q04,51.972,CY,CYP,Asia,2016,04,-1.15
Cyprus,2017Q01,52.58233,CY,CYP,Asia,2017,01,1.17
Cyprus,2017Q02,43.96737,CY,CYP,Asia,2017,02,-16.38
Cyprus,2017Q03,48.03977,CY,CYP,Asia,2017,03,9.26
Cyprus,2017Q04,48.13476,CY,CYP,Asia,2017,04,0.2
Cyprus,2018Q01,47.87914,CY,CYP,Asia,2018,01,-0.53
Cyprus,2018Q02,50.79456,CY,CYP,Asia,2018,02,6.09
Cyprus,2018Q03,50.79491,CY,CYP,Asia,2018,03,0.0
Cyprus,2018Q04,52.01452,CY,CYP,Asia,2018,04,2.4
Cyprus,2019Q01,55.77934,CY,CYP,Asia,2019,01,7.24
Cyprus,2019Q02,54.66927,CY,CYP,Asia,2019,02,-1.99
Cyprus,2019Q03,54.68338,CY,CYP,Asia,2019,03,0.03
Cyprus,2019Q04,57.98176,CY,CYP,Asia,2019,04,6.03
Cyprus,2020Q01,56.62815,CY,CYP,Asia,2020,01,-2.33
Cyprus,2020Q02,56.64385,CY,CYP,Asia,2020,02,0.03
Cyprus,2020Q03,53.91906,CY,CYP,Asia,2020,03,-4.81
Cyprus,2020Q04,52.7611,CY,CYP,Asia,2020,04,-2.15
Cyprus,2021Q01,52.98062,CY,CYP,Asia,2021,01,0.42
Cyprus,2021Q02,48.2553,CY,CYP,Asia,2021,02,-8.92
Cyprus,2021Q03,47.15251,CY,CYP,Asia,2021,03,-2.29
Cyprus,2021Q04,51.1124,CY,CYP,Asia,2021,04,8.4
Cyprus,2022Q01,46.09459,CY,CYP,Asia,2022,01,-9.82
Cyprus,2022Q02,39.25133,CY,CYP,Asia,2022,02,-14.85
Cyprus,2022Q03,42.16033,CY,CYP,Asia,2022,03,7.41
Cyprus,2022Q04,42.52106,CY,CYP,Asia,2022,04,0.86
Cyprus,2023Q01,46.59358,CY,CYP,Asia,2023,01,9.58
Cyprus,2023Q02,55.49317,CY,CYP,Asia,2023,02,19.1
Cyprus,2023Q03,53.37181,CY,CYP,Asia,2023,03,-3.82
Cyprus,2023Q04,46.1563,CY,CYP,Asia,2023,04,-13.52
Cyprus,2024Q01,48.36949,CY,CYP,Asia,2024,01,4.79
Cyprus,2024Q02,49.6937,CY,CYP,Asia,2024,02,2.74
Cyprus,2024Q03,50.97298,CY,CYP,Asia,2024,03,2.57
Cyprus,2024Q04,48.15451,CY,CYP,Asia,2024,04,-5.53
Dem. People's Rep. of Korea,2006Q01,2.98765,,,,2006,01,
Dem. People's Rep. of Korea,2006Q02,2.98765,,,,2006,02,0.0
Dem. People's Rep. of Korea,2006Q03,2.98765,,,,2006,03,0.0
Dem. People's Rep. of Korea,2006Q04,2.98765,,,,2006,04,0.0
Dem. People's Rep. of Korea,2007Q01,2.91804,,,,2007,01,-2.33
Dem. People's Rep. of Korea,2007Q02,2.91804,,,,2007,02,0.0
Dem. People's Rep. of Korea,2007Q03,2.91804,,,,2007,03,0.0
Dem. People's Rep. of Korea,2007Q04,5.34069,,,,2007,04,83.02
Dem. People's Rep. of Korea,2008Q01,3.35155,,,,2008,01,-37.25
Dem. People's Rep. of Korea,2008Q02,3.35155,,,,2008,02,0.0
Dem. People's Rep. of Korea,2008Q03,3.35155,,,,2008,03,0.0
Dem. People's Rep. of Korea,2008Q04,3.35155,,,,2008,04,0.0
Dem. People's Rep. of Korea,2009Q01,3.35155,,,,2009,01,0.0
Dem. People's Rep. of Korea,2009Q02,3.35155,,,,2009,02,0.0
Dem. People's Rep. of Korea,2009Q03,3.35155,,,,2009,03,0.0
Dem. People's Rep. of Korea,2009Q04,3.35155,,,,2009,04,0.0
Dem. People's Rep. of Korea,2010Q01,3.35155,,,,2010,01,0.0
Dem. People's Rep. of Korea,2010Q02,3.35155,,,,2010,02,0.0
Dem. People's Rep. of Korea,2010Q03,3.35155,,,,2010,03,0.0
Dem. People's Rep. of Korea,2010Q04,3.35155,,,,2010,04,0.0
Dem. People's Rep. of Korea,2011Q01,3.35155,,,,2011,01,0.0
Dem. People's Rep. of Korea,2011Q02,3.35155,,,,2011,02,0.0
Dem. People's Rep. of Korea,2011Q03,3.35155,,,,2011,03,0.0
Dem. People's Rep. of Korea,2011Q04,3.35155,,,,2011,04,0.0
Dem. People's Rep. of Korea,2012Q01,3.35155,,,,2012,01,0.0
Dem. People's Rep. of Korea,2012Q02,3.35155,,,,2012,02,0.0
Dem. People's Rep. of Korea,2012Q03,3.35155,,,,2012,03,0.0
Dem. People's Rep. of Korea,2012Q04,3.35155,,,,2012,04,0.0
Dem. Rep. of the Congo,2006Q01,21.55401,,,,2006,01,
Dem. Rep. of the Congo,2006Q02,21.56402,,,,2006,02,0.05
Dem. Rep. of the Congo,2006Q03,18.94878,,,,2006,03,-12.13
Dem. Rep. of the Congo,2006Q04,18.94878,,,,2006,04,0.0
Dem. Rep. of the Congo,2007Q01,17.87871,,,,2007,01,-5.65
Dem. Rep. of the Congo,2007Q02,18.03465,,,,2007,02,0.87
Dem. Rep. of the Congo,2007Q03,17.87506,,,,2007,03,-0.88
Dem. Rep. of the Congo,2007Q04,17.82411,,,,2007,04,-0.29
Dem. Rep. of the Congo,2008Q01,17.10066,,,,2008,01,-4.06
Dem. Rep. of the Congo,2008Q02,20.60284,,,,2008,02,20.48
Dem. Rep. of the Congo,2008Q03,21.88286,,,,2008,03,6.21
Dem. Rep. of the Congo,2008Q04,21.88286,,,,2008,04,0.0
Dem. Rep. of the Congo,2009Q01,18.39041,,,,2009,01,-15.96
Dem. Rep. of the Congo,2009Q02,18.97024,,,,2009,02,3.15
Dem. Rep. of the Congo,2009Q03,16.35177,,,,2009,03,-13.8
Dem. Rep. of the Congo,2009Q04,16.35177,,,,2009,04,0.0
Dem. Rep. of the Congo,2010Q01,23.27907,,,,2010,01,42.36
Dem. Rep. of the Congo,2010Q02,23.95791,,,,2010,02,2.92
Dem. Rep. of the Congo,2010Q03,24.00531,,,,2010,03,0.2
Dem. Rep. of the Congo,2010Q04,24.61302,,,,2010,04,2.53
Dem. Rep. of the Congo,2011Q01,24.70604,,,,2011,01,0.38
Dem. Rep. of the Congo,2011Q02,24.874200000000002,,,,2011,02,0.68
Dem. Rep. of the Congo,2011Q03,25.23457,,,,2011,03,1.45
Dem. Rep. of the Congo,2011Q04,25.15015,,,,2011,04,-0.33
Dem. Rep. of the Congo,2012Q01,23.91463,,,,2012,01,-4.91
Dem. Rep. of the Congo,2012Q02,33.8781,,,,2012,02,41.66
Dem. Rep. of the Congo,2012Q03,31.97884,,,,2012,03,-5.61
Dem. Rep. of the Congo,2012Q04,30.75286,,,,2012,04,-3.83
Dem. Rep. of the Congo,2013Q01,35.0403,,,,2013,01,13.94
Dem. Rep. of the Congo,2013Q02,34.27236,,,,2013,02,-2.19
Dem. Rep. of the Congo,2013Q03,34.56087,,,,2013,03,0.84
Dem. Rep. of the Congo,2013Q04,35.62652,,,,2013,04,3.08
Dem. Rep. of the Congo,2014Q01,35.65657,,,,2014,01,0.08
Dem. Rep. of the Congo,2014Q02,34.94143,,,,2014,02,-2.01
Dem. Rep. of the Congo,2014Q03,31.29654,,,,2014,03,-10.43
Dem. Rep. of the Congo,2014Q04,23.73945,,,,2014,04,-24.15
Dem. Rep. of the Congo,2015Q01,24.44669,,,,2015,01,2.98
Dem. Rep. of the Congo,2015Q02,21.59471,,,,2015,02,-11.67
Dem. Rep. of the Congo,2015Q03,24.94751,,,,2015,03,15.53
Dem. Rep. of the Congo,2015Q04,16.92436,,,,2015,04,-32.16
Dem. Rep. of the Congo,2016Q01,25.91198,,,,2016,01,53.1
Dem. Rep. of the Congo,2016Q02,23.81332,,,,2016,02,-8.1
Dem. Rep. of the Congo,2016Q03,24.39355,,,,2016,03,2.44
Dem. Rep. of the Congo,2016Q04,24.58144,,,,2016,04,0.77
Dem. Rep. of the Congo,2017Q01,24.57441,,,,2017,01,-0.03
Dem. Rep. of the Congo,2017Q02,23.78364,,,,2017,02,-3.22
Dem. Rep. of the Congo,2017Q03,24.56708,,,,2017,03,3.29
Dem. Rep. of the Congo,2017Q04,22.01551,,,,2017,04,-10.39
Dem. Rep. of the Congo,2018Q01,17.27332,,,,2018,01,-21.54
Dem. Rep. of the Congo,2018Q02,27.88224,,,,2018,02,61.42
Dem. Rep. of the Congo,2018Q03,26.75066,,,,2018,03,-4.06
Dem. Rep. of the Congo,2018Q04,23.69958,,,,2018,04,-11.41
Dem. Rep. of the Congo,2019Q01,23.69958,,,,2019,01,0.0
Dem. Rep. of the Congo,2019Q02,21.47603,,,,2019,02,-9.38
Dem. Rep. of the Congo,2019Q03,24.60601,,,,2019,03,14.57
Dem. Rep. of the Congo,2019Q04,24.60601,,,,2019,04,0.0
Dem. Rep. of the Congo,2020Q01,22.15393,,,,2020,01,-9.97
Dem. Rep. of the Congo,2020Q02,22.15393,,,,2020,02,0.0
Dem. Rep. of the Congo,2020Q03,22.15393,,,,2020,03,0.0
Dem. Rep. of the Congo,2020Q04,22.15393,,,,2020,04,0.0
Dem. Rep. of the Congo,2021Q01,19.55223,,,,2021,01,-11.74
Dem. Rep. of the Congo,2021Q02,19.66169,,,,2021,02,0.56
Dem. Rep. of the Congo,2021Q03,20.37273,,,,2021,03,3.62
Dem. Rep. of the Congo,2021Q04,20.57366,,,,2021,04,0.99
Dem. Rep. of the Congo,2022Q01,17.95536,,,,2022,01,-12.73
Dem. Rep. of the Congo,2022Q02,17.91833,,,,2022,02,-0.21
Dem. Rep. of the Congo,2022Q03,18.36746,,,,2022,03,2.51
Dem. Rep. of the Congo,2022Q04,21.11144,,,,2022,04,14.94
Dem. Rep. of the Congo,2023Q01,21.68676,,,,2023,01,2.73
Dem. Rep. of the Congo,2023Q02,23.97894,,,,2023,02,10.57
Dem. Rep. of the Congo,2023Q03,24.07954,,,,2023,03,0.42
Dem. Rep. of the Congo,2023Q04,24.07954,,,,2023,04,0.0
Dem. Rep. of the Congo,2024Q01,24.81703,,,,2024,01,3.06
Dem. Rep. of the Congo,2024Q02,23.99443,,,,2024,02,-3.31
Dem. Rep. of the Congo,2024Q03,22.17782,,,,2024,03,-7.57
Dem. Rep. of the Congo,2024Q04,21.20449,,,,2024,04,-4.39
Denmark,2006Q01,68.7357,DK,DNK,Europe,2006,01,
Denmark,2006Q02,71.99891,DK,DNK,Europe,2006,02,4.75
Denmark,2006Q03,74.17345,DK,DNK,Europe,2006,03,3.02
Denmark,2006Q04,85.81239,DK,DNK,Europe,2006,04,15.69
Denmark,2007Q01,83.24756000000001,DK,DNK,Europe,2007,01,-2.99
Denmark,2007Q02,74.25622,DK,DNK,Europe,2007,02,-10.8
Denmark,2007Q03,70.76685,DK,DNK,Europe,2007,03,-4.7
Denmark,2007Q04,79.26978,DK,DNK,Europe,2007,04,12.02
Denmark,2008Q01,79.39401,DK,DNK,Europe,2008,01,0.16
Denmark,2008Q02,81.19229,DK,DNK,Europe,2008,02,2.27
Denmark,2008Q03,84.43761,DK,DNK,Europe,2008,03,4.0
Denmark,2008Q04,89.88977,DK,DNK,Europe,2008,04,6.46
Denmark,2009Q01,88.55819,DK,DNK,Europe,2009,01,-1.48
Denmark,2009Q02,81.28957,DK,DNK,Europe,2009,02,-8.21
Denmark,2009Q03,79.95617,DK,DNK,Europe,2009,03,-1.64
Denmark,2009Q04,81.56843,DK,DNK,Europe,2009,04,2.02
Denmark,2010Q01,81.17349,DK,DNK,Europe,2010,01,-0.48
Denmark,2010Q02,82.27156,DK,DNK,Europe,2010,02,1.35
Denmark,2010Q03,78.40228,DK,DNK,Europe,2010,03,-4.7
Denmark,2010Q04,81.25802,DK,DNK,Europe,2010,04,3.64
Denmark,2011Q01,88.11624,DK,DNK,Europe,2011,01,8.44
Denmark,2011Q02,96.16119,DK,DNK,Europe,2011,02,9.13
Denmark,2011Q03,99.38874,DK,DNK,Europe,2011,03,3.36
Denmark,2011Q04,95.77018,DK,DNK,Europe,2011,04,-3.64
Denmark,2012Q01,100.33976,DK,DNK,Europe,2012,01,4.77
Denmark,2012Q02,89.9739,DK,DNK,Europe,2012,02,-10.33
Denmark,2012Q03,92.03403,DK,DNK,Europe,2012,03,2.29
Denmark,2012Q04,97.5193,DK,DNK,Europe,2012,04,5.96
Denmark,2013Q01,100.91366,DK,DNK,Europe,2013,01,3.48
Denmark,2013Q02,99.87592,DK,DNK,Europe,2013,02,-1.03
Denmark,2013Q03,103.00364,DK,DNK,Europe,2013,03,3.13
Denmark,2013Q04,102.20598,DK,DNK,Europe,2013,04,-0.77
Denmark,2014Q01,99.60692,DK,DNK,Europe,2014,01,-2.54
Denmark,2014Q02,105.21021,DK,DNK,Europe,2014,02,5.63
Denmark,2014Q03,102.635,DK,DNK,Europe,2014,03,-2.45
Denmark,2014Q04,97.30496,DK,DNK,Europe,2014,04,-5.19
Denmark,2015Q01,99.52317,DK,DNK,Europe,2015,01,2.28
Denmark,2015Q02,95.06098,DK,DNK,Europe,2015,02,-4.48
Denmark,2015Q03,95.07772,DK,DNK,Europe,2015,03,0.02
Denmark,2015Q04,97.46082,DK,DNK,Europe,2015,04,2.51
Denmark,2016Q01,101.16125,DK,DNK,Europe,2016,01,3.8
Denmark,2016Q02,98.19643,DK,DNK,Europe,2016,02,-2.93
Denmark,2016Q03,98.60617,DK,DNK,Europe,2016,03,0.42
Denmark,2016Q04,95.87141,DK,DNK,Europe,2016,04,-2.77
Denmark,2017Q01,95.04873,DK,DNK,Europe,2017,01,-0.86
Denmark,2017Q02,95.11896,DK,DNK,Europe,2017,02,0.07
Denmark,2017Q03,96.65138,DK,DNK,Europe,2017,03,1.61
Denmark,2017Q04,101.12867,DK,DNK,Europe,2017,04,4.63
Denmark,2018Q01,102.24124,DK,DNK,Europe,2018,01,1.1
Denmark,2018Q02,104.75072,DK,DNK,Europe,2018,02,2.45
Denmark,2018Q03,97.43189,DK,DNK,Europe,2018,03,-6.99
Denmark,2018Q04,100.91347,DK,DNK,Europe,2018,04,3.57
Denmark,2019Q01,103.12572,DK,DNK,Europe,2019,01,2.19
Denmark,2019Q02,107.22656,DK,DNK,Europe,2019,02,3.98
Denmark,2019Q03,106.95655000000001,DK,DNK,Europe,2019,03,-0.25
Denmark,2019Q04,105.59379,DK,DNK,Europe,2019,04,-1.27
Denmark,2020Q01,97.66716,DK,DNK,Europe,2020,01,-7.51
Denmark,2020Q02,94.47413,DK,DNK,Europe,2020,02,-3.27
Denmark,2020Q03,95.50953,DK,DNK,Europe,2020,03,1.1
Denmark,2020Q04,95.78822,DK,DNK,Europe,2020,04,0.29
Denmark,2021Q01,96.80858,DK,DNK,Europe,2021,01,1.07
Denmark,2021Q02,93.03162,DK,DNK,Europe,2021,02,-3.9
Denmark,2021Q03,89.15008,DK,DNK,Europe,2021,03,-4.17
Denmark,2021Q04,91.21131,DK,DNK,Europe,2021,04,2.31
Denmark,2022Q01,89.95967,DK,DNK,Europe,2022,01,-1.37
Denmark,2022Q02,90.28876,DK,DNK,Europe,2022,02,0.37
Denmark,2022Q03,88.28284,DK,DNK,Europe,2022,03,-2.22
Denmark,2022Q04,87.92284,DK,DNK,Europe,2022,04,-0.41
Denmark,2023Q01,88.56965,DK,DNK,Europe,2023,01,0.74
Denmark,2023Q02,85.63466,DK,DNK,Europe,2023,02,-3.31
Denmark,2023Q03,85.76648,DK,DNK,Europe,2023,03,0.15
Denmark,2023Q04,88.87976,DK,DNK,Europe,2023,04,3.63
Denmark,2024Q01,87.90133,DK,DNK,Europe,2024,01,-1.1
Denmark,2024Q02,89.33047,DK,DNK,Europe,2024,02,1.63
Denmark,2024Q03,88.04942,DK,DNK,Europe,2024,03,-1.43
Denmark,2024Q04,82.45587,DK,DNK,Europe,2024,04,-6.35
Djibouti,2006Q01,50.94368,DJ,DJI,Africa,2006,01,
Djibouti,2006Q02,50.47184,DJ,DJI,Africa,2006,02,-0.93
Djibouti,2006Q03,52.22772,DJ,DJI,Africa,2006,03,3.48
Djibouti,2006Q04,61.92537,DJ,DJI,Africa,2006,04,18.57
Djibouti,2007Q01,61.50351,DJ,DJI,Africa,2007,01,-0.68
Djibouti,2007Q02,63.66193,DJ,DJI,Africa,2007,02,3.51
Djibouti,2007Q03,65.19205,DJ,DJI,Africa,2007,03,2.4
Djibouti,2007Q04,62.97857,DJ,DJI,Africa,2007,04,-3.4
Djibouti,2008Q01,61.23846,DJ,DJI,Africa,2008,01,-2.76
Djibouti,2008Q02,48.96914,DJ,DJI,Africa,2008,02,-20.04
Djibouti,2008Q03,48.49327,DJ,DJI,Africa,2008,03,-0.97
Djibouti,2008Q04,44.10581,DJ,DJI,Africa,2008,04,-9.05
Djibouti,2009Q01,69.32968,DJ,DJI,Africa,2009,01,57.19
Djibouti,2009Q02,72.69285,DJ,DJI,Africa,2009,02,4.85
Djibouti,2009Q03,72.45124,DJ,DJI,Africa,2009,03,-0.33
Djibouti,2009Q04,63.06986,DJ,DJI,Africa,2009,04,-12.95
Djibouti,2010Q01,57.51481,DJ,DJI,Africa,2010,01,-8.81
Djibouti,2010Q02,56.82935,DJ,DJI,Africa,2010,02,-1.19
Djibouti,2010Q03,58.95844,DJ,DJI,Africa,2010,03,3.75
Djibouti,2010Q04,56.88999,DJ,DJI,Africa,2010,04,-3.51
Djibouti,2011Q01,57.21546,DJ,DJI,Africa,2011,01,0.57
Djibouti,2011Q02,54.7953,DJ,DJI,Africa,2011,02,-4.23
Djibouti,2011Q03,53.68262,DJ,DJI,Africa,2011,03,-2.03
Djibouti,2011Q04,52.64152,DJ,DJI,Africa,2011,04,-1.94
Djibouti,2012Q01,51.61312,DJ,DJI,Africa,2012,01,-1.95
Djibouti,2012Q02,50.5044,DJ,DJI,Africa,2012,02,-2.15
Djibouti,2012Q03,52.71374,DJ,DJI,Africa,2012,03,4.37
Djibouti,2012Q04,53.81028,DJ,DJI,Africa,2012,04,2.08
Djibouti,2013Q01,53.90207,DJ,DJI,Africa,2013,01,0.17
Djibouti,2013Q02,56.65439,DJ,DJI,Africa,2013,02,5.11
Djibouti,2013Q03,59.29518,DJ,DJI,Africa,2013,03,4.66
Djibouti,2013Q04,60.17246,DJ,DJI,Africa,2013,04,1.48
Djibouti,2014Q01,67.33196,DJ,DJI,Africa,2014,01,11.9
Djibouti,2014Q02,65.73589,DJ,DJI,Africa,2014,02,-2.37
Djibouti,2014Q03,69.62866,DJ,DJI,Africa,2014,03,5.92
Djibouti,2014Q04,68.21387,DJ,DJI,Africa,2014,04,-2.03
Djibouti,2015Q01,71.85816,DJ,DJI,Africa,2015,01,5.34
Djibouti,2015Q02,69.51332,DJ,DJI,Africa,2015,02,-3.26
Djibouti,2015Q03,72.86748,DJ,DJI,Africa,2015,03,4.83
Djibouti,2015Q04,73.91488,DJ,DJI,Africa,2015,04,1.44
Djibouti,2016Q01,84.76623,DJ,DJI,Africa,2016,01,14.68
Djibouti,2016Q02,85.82129,DJ,DJI,Africa,2016,02,1.24
Djibouti,2016Q03,88.56605,DJ,DJI,Africa,2016,03,3.2
Djibouti,2016Q04,85.19236,DJ,DJI,Africa,2016,04,-3.81
Djibouti,2017Q01,84.68638,DJ,DJI,Africa,2017,01,-0.59
Djibouti,2017Q02,76.76681,DJ,DJI,Africa,2017,02,-9.35
Djibouti,2017Q03,79.5167,DJ,DJI,Africa,2017,03,3.58
Djibouti,2017Q04,81.99928,DJ,DJI,Africa,2017,04,3.12
Djibouti,2018Q01,88.35119,DJ,DJI,Africa,2018,01,7.75
Djibouti,2018Q02,89.53954,DJ,DJI,Africa,2018,02,1.35
Djibouti,2018Q03,84.61884,DJ,DJI,Africa,2018,03,-5.5
Djibouti,2018Q04,82.28333,DJ,DJI,Africa,2018,04,-2.76
Djibouti,2019Q01,77.08187,DJ,DJI,Africa,2019,01,-6.32
Djibouti,2019Q02,72.24952,DJ,DJI,Africa,2019,02,-6.27
Djibouti,2019Q03,76.14433,DJ,DJI,Africa,2019,03,5.39
Djibouti,2019Q04,75.04282,DJ,DJI,Africa,2019,04,-1.45
Djibouti,2020Q01,73.96145,DJ,DJI,Africa,2020,01,-1.44
